,inferred dec temp,subject,inferred habitual tendency
0,1.7453225,0,5.072468
1,1.5328716,1,3.5523713
2,1.4783834,2,3.0883725
3,1.6364043,3,3.6007593
4,1.3302459,4,2.04753
5,1.4076482,5,2.6980855
6,1.5990803,6,4.2511845
