,inferred dec temp,subject,inferred habitual tendency
0,1.1589833,0,4.007408
1,0.74496865,1,3.1142454
2,0.8464711,2,2.3825204
3,0.8951479,3,3.1207554
4,0.6201482,4,2.2399094
5,0.5931526,5,2.381671
6,0.48782825,6,2.9957182
