,inferred dec temp,subject,inferred habitual tendency
0,2.9175239,0,5.315271
1,3.2253718,1,3.6089091
2,2.7896998,2,3.345333
3,3.2339842,3,4.1118865
4,3.1425743,4,3.0839431
5,3.3312018,5,3.6293013
6,3.5237572,6,4.7958746
