,animal,correct,group,valid,trial,trial_type
695,7.0,0.0,control,False,35.0,training
696,7.0,0.0,control,False,36.0,training
697,7.0,0.0,control,False,37.0,training
698,7.0,0.0,control,False,38.0,training
699,7.0,0.0,control,False,39.0,training
700,7.0,0.0,control,False,40.0,training
701,7.0,0.0,control,False,41.0,training
702,7.0,0.0,control,False,42.0,training
703,7.0,0.0,control,False,43.0,training
704,7.0,0.0,control,False,44.0,training
705,7.0,0.0,control,False,45.0,training
706,7.0,0.0,control,False,46.0,training
707,7.0,0.0,control,False,47.0,training
708,7.0,0.0,control,False,48.0,training
709,7.0,0.0,control,False,49.0,training
710,7.0,0.0,control,True,50.0,early test
711,7.0,1.0,control,True,51.0,early test
712,7.0,0.0,control,True,52.0,early test
713,7.0,1.0,control,True,53.0,early test
714,7.0,1.0,control,True,54.0,early test
715,7.0,1.0,control,True,55.0,training
716,7.0,1.0,control,True,56.0,training
717,7.0,1.0,control,True,57.0,training
718,7.0,1.0,control,True,58.0,training
719,7.0,1.0,control,True,59.0,training
720,7.0,1.0,control,True,60.0,training
721,7.0,1.0,control,True,61.0,training
722,7.0,1.0,control,True,62.0,training
723,7.0,1.0,control,True,63.0,training
724,7.0,1.0,control,True,64.0,training
725,7.0,1.0,control,True,65.0,training
726,7.0,1.0,control,True,66.0,training
727,7.0,1.0,control,True,67.0,training
728,7.0,1.0,control,True,68.0,training
729,7.0,1.0,control,True,69.0,training
730,7.0,1.0,control,True,70.0,training
731,7.0,1.0,control,True,71.0,training
732,7.0,1.0,control,True,72.0,training
733,7.0,1.0,control,True,73.0,training
734,7.0,1.0,control,True,74.0,training
735,7.0,1.0,control,True,75.0,training
736,7.0,1.0,control,True,76.0,training
737,7.0,1.0,control,True,77.0,training
738,7.0,1.0,control,True,78.0,training
739,7.0,1.0,control,True,79.0,training
740,7.0,1.0,control,True,80.0,training
741,7.0,1.0,control,True,81.0,training
742,7.0,1.0,control,True,82.0,training
743,7.0,1.0,control,True,83.0,training
744,7.0,1.0,control,True,84.0,training
745,7.0,1.0,control,True,85.0,training
746,7.0,1.0,control,True,86.0,training
747,7.0,1.0,control,True,87.0,training
748,7.0,1.0,control,True,88.0,training
749,7.0,1.0,control,True,89.0,training
750,7.0,1.0,control,True,90.0,training
751,7.0,1.0,control,True,91.0,training
752,7.0,0.0,control,True,92.0,training
753,7.0,1.0,control,True,93.0,training
754,7.0,1.0,control,True,94.0,training
755,7.0,1.0,control,True,95.0,training
756,7.0,1.0,control,True,96.0,training
757,7.0,1.0,control,True,97.0,training
758,7.0,1.0,control,True,98.0,training
759,7.0,1.0,control,True,99.0,training
760,7.0,1.0,control,True,100.0,training
761,7.0,1.0,control,True,101.0,training
762,7.0,1.0,control,True,102.0,training
763,7.0,1.0,control,True,103.0,training
764,7.0,1.0,control,True,104.0,training
765,7.0,1.0,control,True,105.0,late test
766,7.0,0.0,control,True,106.0,late test
767,7.0,1.0,control,True,107.0,late test
768,7.0,1.0,control,True,108.0,late test
769,7.0,1.0,control,True,109.0,late test
770,10.0,0.0,exposed,True,0.0,training
771,10.0,0.0,exposed,True,1.0,training
772,10.0,0.0,exposed,True,2.0,training
773,10.0,0.0,exposed,True,3.0,training
774,10.0,0.0,exposed,True,4.0,training
775,10.0,0.0,exposed,True,5.0,training
776,10.0,0.0,exposed,True,6.0,training
777,10.0,0.0,exposed,True,7.0,training
778,10.0,0.0,exposed,True,8.0,training
779,10.0,0.0,exposed,True,9.0,training
780,10.0,0.0,exposed,True,10.0,training
781,10.0,0.0,exposed,True,11.0,training
782,10.0,1.0,exposed,True,12.0,training
783,10.0,0.0,exposed,True,13.0,training
784,10.0,0.0,exposed,True,14.0,training
785,10.0,0.0,exposed,True,15.0,training
786,10.0,0.0,exposed,True,16.0,training
787,10.0,0.0,exposed,True,17.0,training
788,10.0,0.0,exposed,True,18.0,training
789,10.0,0.0,exposed,True,19.0,training
790,10.0,0.0,exposed,True,20.0,training
791,10.0,1.0,exposed,True,21.0,training
792,10.0,1.0,exposed,True,22.0,training
793,10.0,1.0,exposed,True,23.0,training
794,10.0,1.0,exposed,True,24.0,training
795,10.0,1.0,exposed,True,25.0,training
796,10.0,1.0,exposed,True,26.0,training
797,10.0,1.0,exposed,True,27.0,training
798,10.0,1.0,exposed,True,28.0,training
799,10.0,1.0,exposed,True,29.0,training
800,10.0,0.0,exposed,False,30.0,training
801,10.0,0.0,exposed,False,31.0,training
802,10.0,0.0,exposed,False,32.0,training
803,10.0,0.0,exposed,False,33.0,training
804,10.0,0.0,exposed,False,34.0,training
805,10.0,0.0,exposed,False,35.0,training
806,10.0,0.0,exposed,False,36.0,training
807,10.0,0.0,exposed,False,37.0,training
808,10.0,0.0,exposed,False,38.0,training
809,10.0,0.0,exposed,False,39.0,training
810,10.0,0.0,exposed,False,40.0,training
811,10.0,0.0,exposed,False,41.0,training
812,10.0,0.0,exposed,False,42.0,training
813,10.0,0.0,exposed,False,43.0,training
814,10.0,0.0,exposed,False,44.0,training
815,10.0,0.0,exposed,False,45.0,training
816,10.0,0.0,exposed,False,46.0,training
817,10.0,0.0,exposed,False,47.0,training
818,10.0,0.0,exposed,False,48.0,training
819,10.0,0.0,exposed,False,49.0,training
820,10.0,1.0,exposed,True,50.0,early test
821,10.0,0.0,exposed,True,51.0,early test
822,10.0,0.0,exposed,True,52.0,early test
823,10.0,1.0,exposed,True,53.0,early test
824,10.0,1.0,exposed,True,54.0,early test
825,10.0,0.0,exposed,True,55.0,training
826,10.0,0.0,exposed,True,56.0,training
827,10.0,1.0,exposed,True,57.0,training
828,10.0,1.0,exposed,True,58.0,training
829,10.0,1.0,exposed,True,59.0,training
830,10.0,1.0,exposed,True,60.0,training
831,10.0,1.0,exposed,True,61.0,training
832,10.0,1.0,exposed,True,62.0,training
833,10.0,1.0,exposed,True,63.0,training
834,10.0,1.0,exposed,True,64.0,training
835,10.0,1.0,exposed,True,65.0,training
836,10.0,0.0,exposed,True,66.0,training
837,10.0,1.0,exposed,True,67.0,training
838,10.0,1.0,exposed,True,68.0,training
839,10.0,1.0,exposed,True,69.0,training
840,10.0,1.0,exposed,True,70.0,training
841,10.0,1.0,exposed,True,71.0,training
842,10.0,1.0,exposed,True,72.0,training
843,10.0,1.0,exposed,True,73.0,training
844,10.0,1.0,exposed,True,74.0,training
845,10.0,1.0,exposed,True,75.0,training
846,10.0,1.0,exposed,True,76.0,training
847,10.0,1.0,exposed,True,77.0,training
848,10.0,0.0,exposed,True,78.0,training
849,10.0,1.0,exposed,True,79.0,training
850,10.0,1.0,exposed,True,80.0,training
851,10.0,1.0,exposed,True,81.0,training
852,10.0,1.0,exposed,True,82.0,training
853,10.0,1.0,exposed,True,83.0,training
854,10.0,1.0,exposed,True,84.0,training
855,10.0,1.0,exposed,True,85.0,training
856,10.0,1.0,exposed,True,86.0,training
857,10.0,1.0,exposed,True,87.0,training
858,10.0,1.0,exposed,True,88.0,training
859,10.0,1.0,exposed,True,89.0,training
860,10.0,1.0,exposed,True,90.0,training
861,10.0,1.0,exposed,True,91.0,training
862,10.0,1.0,exposed,True,92.0,training
863,10.0,1.0,exposed,True,93.0,training
864,10.0,1.0,exposed,True,94.0,training
865,10.0,1.0,exposed,True,95.0,training
866,10.0,1.0,exposed,True,96.0,training
867,10.0,1.0,exposed,True,97.0,training
868,10.0,1.0,exposed,True,98.0,training
869,10.0,1.0,exposed,True,99.0,training
870,10.0,1.0,exposed,True,100.0,training
871,10.0,1.0,exposed,True,101.0,training
872,10.0,1.0,exposed,True,102.0,training
873,10.0,1.0,exposed,True,103.0,training
874,10.0,1.0,exposed,True,104.0,training
875,10.0,1.0,exposed,True,105.0,late test
876,10.0,1.0,exposed,True,106.0,late test
877,10.0,1.0,exposed,True,107.0,late test
878,10.0,1.0,exposed,True,108.0,late test
879,10.0,0.0,exposed,True,109.0,late test
880,11.0,0.0,exposed,True,0.0,training
881,11.0,1.0,exposed,True,1.0,training
882,11.0,0.0,exposed,True,2.0,training
883,11.0,0.0,exposed,True,3.0,training
884,11.0,0.0,exposed,True,4.0,training
885,11.0,0.0,exposed,True,5.0,training
886,11.0,0.0,exposed,True,6.0,training
887,11.0,0.0,exposed,True,7.0,training
888,11.0,1.0,exposed,True,8.0,training
889,11.0,0.0,exposed,True,9.0,training
890,11.0,1.0,exposed,True,10.0,training
891,11.0,0.0,exposed,True,11.0,training
892,11.0,1.0,exposed,True,12.0,training
893,11.0,0.0,exposed,True,13.0,training
894,11.0,1.0,exposed,True,14.0,training
895,11.0,0.0,exposed,True,15.0,training
896,11.0,0.0,exposed,True,16.0,training
897,11.0,1.0,exposed,True,17.0,training
898,11.0,1.0,exposed,True,18.0,training
899,11.0,1.0,exposed,True,19.0,training
900,11.0,1.0,exposed,True,20.0,training
901,11.0,1.0,exposed,True,21.0,training
902,11.0,0.0,exposed,True,22.0,training
903,11.0,1.0,exposed,True,23.0,training
904,11.0,1.0,exposed,True,24.0,training
905,11.0,1.0,exposed,True,25.0,training
906,11.0,0.0,exposed,True,26.0,training
907,11.0,1.0,exposed,True,27.0,training
908,11.0,1.0,exposed,True,28.0,training
909,11.0,1.0,exposed,True,29.0,training
910,11.0,0.0,exposed,False,30.0,training
911,11.0,0.0,exposed,False,31.0,training
912,11.0,0.0,exposed,False,32.0,training
913,11.0,0.0,exposed,False,33.0,training
914,11.0,0.0,exposed,False,34.0,training
915,11.0,0.0,exposed,False,35.0,training
916,11.0,0.0,exposed,False,36.0,training
917,11.0,0.0,exposed,False,37.0,training
918,11.0,0.0,exposed,False,38.0,training
919,11.0,0.0,exposed,False,39.0,training
920,11.0,0.0,exposed,False,40.0,training
921,11.0,0.0,exposed,False,41.0,training
922,11.0,0.0,exposed,False,42.0,training
923,11.0,0.0,exposed,False,43.0,training
924,11.0,0.0,exposed,False,44.0,training
925,11.0,0.0,exposed,False,45.0,training
926,11.0,0.0,exposed,False,46.0,training
927,11.0,0.0,exposed,False,47.0,training
928,11.0,0.0,exposed,False,48.0,training
929,11.0,0.0,exposed,False,49.0,training
930,11.0,1.0,exposed,True,50.0,early test
931,11.0,0.0,exposed,True,51.0,early test
932,11.0,0.0,exposed,True,52.0,early test
933,11.0,1.0,exposed,True,53.0,early test
934,11.0,0.0,exposed,True,54.0,early test
935,11.0,0.0,exposed,True,55.0,training
936,11.0,1.0,exposed,True,56.0,training
937,11.0,1.0,exposed,True,57.0,training
938,11.0,1.0,exposed,True,58.0,training
939,11.0,1.0,exposed,True,59.0,training
940,11.0,1.0,exposed,True,60.0,training
941,11.0,1.0,exposed,True,61.0,training
942,11.0,1.0,exposed,True,62.0,training
943,11.0,0.0,exposed,True,63.0,training
944,11.0,1.0,exposed,True,64.0,training
945,11.0,1.0,exposed,True,65.0,training
946,11.0,1.0,exposed,True,66.0,training
947,11.0,1.0,exposed,True,67.0,training
948,11.0,1.0,exposed,True,68.0,training
949,11.0,1.0,exposed,True,69.0,training
950,11.0,1.0,exposed,True,70.0,training
951,11.0,1.0,exposed,True,71.0,training
952,11.0,0.0,exposed,True,72.0,training
953,11.0,1.0,exposed,True,73.0,training
954,11.0,1.0,exposed,True,74.0,training
955,11.0,1.0,exposed,True,75.0,training
956,11.0,1.0,exposed,True,76.0,training
957,11.0,1.0,exposed,True,77.0,training
958,11.0,1.0,exposed,True,78.0,training
959,11.0,1.0,exposed,True,79.0,training
960,11.0,1.0,exposed,True,80.0,training
961,11.0,1.0,exposed,True,81.0,training
962,11.0,1.0,exposed,True,82.0,training
963,11.0,1.0,exposed,True,83.0,training
964,11.0,1.0,exposed,True,84.0,training
965,11.0,1.0,exposed,True,85.0,training
966,11.0,1.0,exposed,True,86.0,training
967,11.0,1.0,exposed,True,87.0,training
968,11.0,1.0,exposed,True,88.0,training
969,11.0,1.0,exposed,True,89.0,training
970,11.0,1.0,exposed,True,90.0,training
971,11.0,1.0,exposed,True,91.0,training
972,11.0,1.0,exposed,True,92.0,training
973,11.0,1.0,exposed,True,93.0,training
974,11.0,1.0,exposed,True,94.0,training
975,11.0,1.0,exposed,True,95.0,training
976,11.0,1.0,exposed,True,96.0,training
977,11.0,1.0,exposed,True,97.0,training
978,11.0,0.0,exposed,True,98.0,training
979,11.0,1.0,exposed,True,99.0,training
980,11.0,1.0,exposed,True,100.0,training
981,11.0,1.0,exposed,True,101.0,training
982,11.0,1.0,exposed,True,102.0,training
983,11.0,0.0,exposed,True,103.0,training
984,11.0,1.0,exposed,True,104.0,training
985,11.0,0.0,exposed,True,105.0,late test
986,11.0,0.0,exposed,True,106.0,late test
987,11.0,0.0,exposed,True,107.0,late test
988,11.0,1.0,exposed,True,108.0,late test
989,11.0,1.0,exposed,True,109.0,late test
990,12.0,0.0,exposed,True,0.0,training
991,12.0,0.0,exposed,True,1.0,training
992,12.0,0.0,exposed,True,2.0,training
993,12.0,0.0,exposed,True,3.0,training
994,12.0,0.0,exposed,True,4.0,training
995,12.0,0.0,exposed,True,5.0,training
996,12.0,0.0,exposed,True,6.0,training
997,12.0,0.0,exposed,True,7.0,training
998,12.0,0.0,exposed,True,8.0,training
999,12.0,0.0,exposed,True,9.0,training
1000,12.0,0.0,exposed,True,10.0,training
1001,12.0,0.0,exposed,True,11.0,training
1002,12.0,0.0,exposed,True,12.0,training
1003,12.0,0.0,exposed,True,13.0,training
1004,12.0,1.0,exposed,True,14.0,training
1005,12.0,1.0,exposed,True,15.0,training
1006,12.0,0.0,exposed,True,16.0,training
1007,12.0,0.0,exposed,True,17.0,training
1008,12.0,0.0,exposed,True,18.0,training
1009,12.0,1.0,exposed,True,19.0,training
1010,12.0,0.0,exposed,True,20.0,training
1011,12.0,1.0,exposed,True,21.0,training
1012,12.0,0.0,exposed,True,22.0,training
1013,12.0,1.0,exposed,True,23.0,training
1014,12.0,0.0,exposed,True,24.0,training
1015,12.0,0.0,exposed,True,25.0,training
1016,12.0,1.0,exposed,True,26.0,training
1017,12.0,1.0,exposed,True,27.0,training
1018,12.0,1.0,exposed,True,28.0,training
1019,12.0,1.0,exposed,True,29.0,training
1020,12.0,1.0,exposed,True,30.0,training
1021,12.0,1.0,exposed,True,31.0,training
1022,12.0,0.0,exposed,True,32.0,training
1023,12.0,1.0,exposed,True,33.0,training
1024,12.0,1.0,exposed,True,34.0,training
1025,12.0,0.0,exposed,False,35.0,training
1026,12.0,0.0,exposed,False,36.0,training
1027,12.0,0.0,exposed,False,37.0,training
1028,12.0,0.0,exposed,False,38.0,training
1029,12.0,0.0,exposed,False,39.0,training
1030,12.0,0.0,exposed,False,40.0,training
1031,12.0,0.0,exposed,False,41.0,training
1032,12.0,0.0,exposed,False,42.0,training
1033,12.0,0.0,exposed,False,43.0,training
1034,12.0,0.0,exposed,False,44.0,training
1035,12.0,0.0,exposed,False,45.0,training
1036,12.0,0.0,exposed,False,46.0,training
1037,12.0,0.0,exposed,False,47.0,training
1038,12.0,0.0,exposed,False,48.0,training
1039,12.0,0.0,exposed,False,49.0,training
1040,12.0,0.0,exposed,True,50.0,early test
1041,12.0,0.0,exposed,True,51.0,early test
1042,12.0,0.0,exposed,True,52.0,early test
1043,12.0,1.0,exposed,True,53.0,early test
1044,12.0,0.0,exposed,True,54.0,early test
1045,12.0,1.0,exposed,True,55.0,training
1046,12.0,0.0,exposed,True,56.0,training
1047,12.0,1.0,exposed,True,57.0,training
1048,12.0,1.0,exposed,True,58.0,training
1049,12.0,1.0,exposed,True,59.0,training
1050,12.0,1.0,exposed,True,60.0,training
1051,12.0,1.0,exposed,True,61.0,training
1052,12.0,1.0,exposed,True,62.0,training
1053,12.0,1.0,exposed,True,63.0,training
1054,12.0,1.0,exposed,True,64.0,training
1055,12.0,0.0,exposed,True,65.0,training
1056,12.0,1.0,exposed,True,66.0,training
1057,12.0,1.0,exposed,True,67.0,training
1058,12.0,1.0,exposed,True,68.0,training
1059,12.0,1.0,exposed,True,69.0,training
1060,12.0,1.0,exposed,True,70.0,training
1061,12.0,1.0,exposed,True,71.0,training
1062,12.0,1.0,exposed,True,72.0,training
1063,12.0,1.0,exposed,True,73.0,training
1064,12.0,0.0,exposed,True,74.0,training
1065,12.0,1.0,exposed,True,75.0,training
1066,12.0,1.0,exposed,True,76.0,training
1067,12.0,1.0,exposed,True,77.0,training
1068,12.0,1.0,exposed,True,78.0,training
1069,12.0,0.0,exposed,True,79.0,training
1070,12.0,1.0,exposed,True,80.0,training
1071,12.0,1.0,exposed,True,81.0,training
1072,12.0,1.0,exposed,True,82.0,training
1073,12.0,1.0,exposed,True,83.0,training
1074,12.0,1.0,exposed,True,84.0,training
1075,12.0,1.0,exposed,True,85.0,training
1076,12.0,1.0,exposed,True,86.0,training
1077,12.0,1.0,exposed,True,87.0,training
1078,12.0,1.0,exposed,True,88.0,training
1079,12.0,1.0,exposed,True,89.0,training
1080,12.0,1.0,exposed,True,90.0,training
1081,12.0,1.0,exposed,True,91.0,training
1082,12.0,1.0,exposed,True,92.0,training
1083,12.0,1.0,exposed,True,93.0,training
1084,12.0,1.0,exposed,True,94.0,training
1085,12.0,1.0,exposed,True,95.0,training
1086,12.0,1.0,exposed,True,96.0,training
1087,12.0,1.0,exposed,True,97.0,training
1088,12.0,1.0,exposed,True,98.0,training
1089,12.0,1.0,exposed,True,99.0,training
1090,12.0,0.0,exposed,False,100.0,training
1091,12.0,0.0,exposed,False,101.0,training
1092,12.0,0.0,exposed,False,102.0,training
1093,12.0,0.0,exposed,False,103.0,training
1094,12.0,0.0,exposed,False,104.0,training
1095,12.0,0.0,exposed,True,105.0,late test
1096,12.0,0.0,exposed,True,106.0,late test
1097,12.0,1.0,exposed,True,107.0,late test
1098,12.0,1.0,exposed,True,108.0,late test
1099,12.0,1.0,exposed,True,109.0,late test
1100,13.0,0.0,exposed,True,0.0,training
1101,13.0,0.0,exposed,True,1.0,training
1102,13.0,1.0,exposed,True,2.0,training
1103,13.0,0.0,exposed,True,3.0,training
1104,13.0,1.0,exposed,True,4.0,training
1105,13.0,1.0,exposed,True,5.0,training
1106,13.0,0.0,exposed,True,6.0,training
1107,13.0,0.0,exposed,True,7.0,training
1108,13.0,0.0,exposed,True,8.0,training
1109,13.0,1.0,exposed,True,9.0,training
1110,13.0,1.0,exposed,True,10.0,training
1111,13.0,0.0,exposed,True,11.0,training
1112,13.0,0.0,exposed,True,12.0,training
1113,13.0,1.0,exposed,True,13.0,training
1114,13.0,1.0,exposed,True,14.0,training
1115,13.0,1.0,exposed,True,15.0,training
1116,13.0,1.0,exposed,True,16.0,training
1117,13.0,1.0,exposed,True,17.0,training
1118,13.0,1.0,exposed,True,18.0,training
1119,13.0,1.0,exposed,True,19.0,training
1120,13.0,1.0,exposed,True,20.0,training
1121,13.0,1.0,exposed,True,21.0,training
1122,13.0,1.0,exposed,True,22.0,training
1123,13.0,1.0,exposed,True,23.0,training
1124,13.0,1.0,exposed,True,24.0,training
1125,13.0,0.0,exposed,False,25.0,training
1126,13.0,0.0,exposed,False,26.0,training
1127,13.0,0.0,exposed,False,27.0,training
1128,13.0,0.0,exposed,False,28.0,training
1129,13.0,0.0,exposed,False,29.0,training
1130,13.0,0.0,exposed,False,30.0,training
1131,13.0,0.0,exposed,False,31.0,training
1132,13.0,0.0,exposed,False,32.0,training
1133,13.0,0.0,exposed,False,33.0,training
1134,13.0,0.0,exposed,False,34.0,training
1135,13.0,0.0,exposed,False,35.0,training
1136,13.0,0.0,exposed,False,36.0,training
1137,13.0,0.0,exposed,False,37.0,training
1138,13.0,0.0,exposed,False,38.0,training
1139,13.0,0.0,exposed,False,39.0,training
1140,13.0,0.0,exposed,False,40.0,training
1141,13.0,0.0,exposed,False,41.0,training
1142,13.0,0.0,exposed,False,42.0,training
1143,13.0,0.0,exposed,False,43.0,training
1144,13.0,0.0,exposed,False,44.0,training
1145,13.0,0.0,exposed,False,45.0,training
1146,13.0,0.0,exposed,False,46.0,training
1147,13.0,0.0,exposed,False,47.0,training
1148,13.0,0.0,exposed,False,48.0,training
1149,13.0,0.0,exposed,False,49.0,training
1150,13.0,0.0,exposed,True,50.0,early test
1151,13.0,1.0,exposed,True,51.0,early test
1152,13.0,0.0,exposed,True,52.0,early test
1153,13.0,0.0,exposed,True,53.0,early test
1154,13.0,1.0,exposed,True,54.0,early test
1155,13.0,1.0,exposed,True,55.0,training
1156,13.0,1.0,exposed,True,56.0,training
1157,13.0,1.0,exposed,True,57.0,training
1158,13.0,1.0,exposed,True,58.0,training
1159,13.0,1.0,exposed,True,59.0,training
1160,13.0,1.0,exposed,True,60.0,training
1161,13.0,1.0,exposed,True,61.0,training
1162,13.0,1.0,exposed,True,62.0,training
1163,13.0,1.0,exposed,True,63.0,training
1164,13.0,1.0,exposed,True,64.0,training
1165,13.0,1.0,exposed,True,65.0,training
1166,13.0,1.0,exposed,True,66.0,training
1167,13.0,1.0,exposed,True,67.0,training
1168,13.0,1.0,exposed,True,68.0,training
1169,13.0,1.0,exposed,True,69.0,training
1170,13.0,1.0,exposed,True,70.0,training
1171,13.0,1.0,exposed,True,71.0,training
1172,13.0,1.0,exposed,True,72.0,training
1173,13.0,1.0,exposed,True,73.0,training
1174,13.0,1.0,exposed,True,74.0,training
1175,13.0,1.0,exposed,True,75.0,training
1176,13.0,1.0,exposed,True,76.0,training
1177,13.0,0.0,exposed,True,77.0,training
1178,13.0,0.0,exposed,True,78.0,training
1179,13.0,1.0,exposed,True,79.0,training
1180,13.0,1.0,exposed,True,80.0,training
1181,13.0,1.0,exposed,True,81.0,training
1182,13.0,1.0,exposed,True,82.0,training
1183,13.0,1.0,exposed,True,83.0,training
1184,13.0,1.0,exposed,True,84.0,training
1185,13.0,1.0,exposed,True,85.0,training
1186,13.0,1.0,exposed,True,86.0,training
1187,13.0,1.0,exposed,True,87.0,training
1188,13.0,1.0,exposed,True,88.0,training
1189,13.0,1.0,exposed,True,89.0,training
1190,13.0,1.0,exposed,True,90.0,training
1191,13.0,1.0,exposed,True,91.0,training
1192,13.0,1.0,exposed,True,92.0,training
1193,13.0,1.0,exposed,True,93.0,training
1194,13.0,1.0,exposed,True,94.0,training
1195,13.0,1.0,exposed,True,95.0,training
1196,13.0,1.0,exposed,True,96.0,training
1197,13.0,1.0,exposed,True,97.0,training
1198,13.0,1.0,exposed,True,98.0,training
1199,13.0,1.0,exposed,True,99.0,training
1200,13.0,1.0,exposed,True,100.0,training
1201,13.0,1.0,exposed,True,101.0,training
1202,13.0,1.0,exposed,True,102.0,training
1203,13.0,1.0,exposed,True,103.0,training
1204,13.0,1.0,exposed,True,104.0,training
1205,13.0,0.0,exposed,True,105.0,late test
1206,13.0,0.0,exposed,True,106.0,late test
1207,13.0,1.0,exposed,True,107.0,late test
1208,13.0,1.0,exposed,True,108.0,late test
1209,13.0,1.0,exposed,True,109.0,late test
1210,14.0,1.0,exposed,True,0.0,training
1211,14.0,0.0,exposed,True,1.0,training
1212,14.0,1.0,exposed,True,2.0,training
1213,14.0,0.0,exposed,True,3.0,training
1214,14.0,1.0,exposed,True,4.0,training
1215,14.0,1.0,exposed,True,5.0,training
1216,14.0,0.0,exposed,True,6.0,training
1217,14.0,0.0,exposed,True,7.0,training
1218,14.0,1.0,exposed,True,8.0,training
1219,14.0,1.0,exposed,True,9.0,training
1220,14.0,1.0,exposed,True,10.0,training
1221,14.0,0.0,exposed,True,11.0,training
1222,14.0,1.0,exposed,True,12.0,training
1223,14.0,1.0,exposed,True,13.0,training
1224,14.0,1.0,exposed,True,14.0,training
1225,14.0,0.0,exposed,True,15.0,training
1226,14.0,0.0,exposed,True,16.0,training
1227,14.0,1.0,exposed,True,17.0,training
1228,14.0,1.0,exposed,True,18.0,training
1229,14.0,1.0,exposed,True,19.0,training
1230,14.0,0.0,exposed,True,20.0,training
1231,14.0,0.0,exposed,True,21.0,training
1232,14.0,1.0,exposed,True,22.0,training
1233,14.0,0.0,exposed,True,23.0,training
1234,14.0,1.0,exposed,True,24.0,training
1235,14.0,1.0,exposed,True,25.0,training
1236,14.0,1.0,exposed,True,26.0,training
1237,14.0,1.0,exposed,True,27.0,training
1238,14.0,1.0,exposed,True,28.0,training
1239,14.0,1.0,exposed,True,29.0,training
1240,14.0,0.0,exposed,True,30.0,training
1241,14.0,1.0,exposed,True,31.0,training
1242,14.0,1.0,exposed,True,32.0,training
1243,14.0,1.0,exposed,True,33.0,training
1244,14.0,1.0,exposed,True,34.0,training
1245,14.0,0.0,exposed,False,35.0,training
1246,14.0,0.0,exposed,False,36.0,training
1247,14.0,0.0,exposed,False,37.0,training
1248,14.0,0.0,exposed,False,38.0,training
1249,14.0,0.0,exposed,False,39.0,training
1250,14.0,0.0,exposed,False,40.0,training
1251,14.0,0.0,exposed,False,41.0,training
1252,14.0,0.0,exposed,False,42.0,training
1253,14.0,0.0,exposed,False,43.0,training
1254,14.0,0.0,exposed,False,44.0,training
1255,14.0,0.0,exposed,False,45.0,training
1256,14.0,0.0,exposed,False,46.0,training
1257,14.0,0.0,exposed,False,47.0,training
1258,14.0,0.0,exposed,False,48.0,training
1259,14.0,0.0,exposed,False,49.0,training
1260,14.0,1.0,exposed,True,50.0,early test
1261,14.0,1.0,exposed,True,51.0,early test
1262,14.0,1.0,exposed,True,52.0,early test
1263,14.0,0.0,exposed,True,53.0,early test
1264,14.0,0.0,exposed,True,54.0,early test
1265,14.0,1.0,exposed,True,55.0,training
1266,14.0,1.0,exposed,True,56.0,training
1267,14.0,1.0,exposed,True,57.0,training
1268,14.0,1.0,exposed,True,58.0,training
1269,14.0,1.0,exposed,True,59.0,training
1270,14.0,1.0,exposed,True,60.0,training
1271,14.0,1.0,exposed,True,61.0,training
1272,14.0,1.0,exposed,True,62.0,training
1273,14.0,1.0,exposed,True,63.0,training
1274,14.0,1.0,exposed,True,64.0,training
1275,14.0,1.0,exposed,True,65.0,training
1276,14.0,1.0,exposed,True,66.0,training
1277,14.0,1.0,exposed,True,67.0,training
1278,14.0,1.0,exposed,True,68.0,training
1279,14.0,1.0,exposed,True,69.0,training
1280,14.0,1.0,exposed,True,70.0,training
1281,14.0,1.0,exposed,True,71.0,training
1282,14.0,1.0,exposed,True,72.0,training
1283,14.0,1.0,exposed,True,73.0,training
1284,14.0,1.0,exposed,True,74.0,training
1285,14.0,1.0,exposed,True,75.0,training
1286,14.0,1.0,exposed,True,76.0,training
1287,14.0,1.0,exposed,True,77.0,training
1288,14.0,1.0,exposed,True,78.0,training
1289,14.0,1.0,exposed,True,79.0,training
1290,14.0,1.0,exposed,True,80.0,training
1291,14.0,1.0,exposed,True,81.0,training
1292,14.0,1.0,exposed,True,82.0,training
1293,14.0,1.0,exposed,True,83.0,training
1294,14.0,1.0,exposed,True,84.0,training
1295,14.0,1.0,exposed,True,85.0,training
1296,14.0,1.0,exposed,True,86.0,training
1297,14.0,1.0,exposed,True,87.0,training
1298,14.0,1.0,exposed,True,88.0,training
1299,14.0,1.0,exposed,True,89.0,training
1300,14.0,1.0,exposed,True,90.0,training
1301,14.0,0.0,exposed,True,91.0,training
1302,14.0,1.0,exposed,True,92.0,training
1303,14.0,1.0,exposed,True,93.0,training
1304,14.0,1.0,exposed,True,94.0,training
1305,14.0,1.0,exposed,True,95.0,training
1306,14.0,1.0,exposed,True,96.0,training
1307,14.0,1.0,exposed,True,97.0,training
1308,14.0,1.0,exposed,True,98.0,training
1309,14.0,1.0,exposed,True,99.0,training
1310,14.0,0.0,exposed,False,100.0,training
1311,14.0,0.0,exposed,False,101.0,training
1312,14.0,0.0,exposed,False,102.0,training
1313,14.0,0.0,exposed,False,103.0,training
1314,14.0,0.0,exposed,False,104.0,training
1315,14.0,0.0,exposed,True,105.0,late test
1316,14.0,0.0,exposed,True,106.0,late test
1317,14.0,1.0,exposed,True,107.0,late test
1318,14.0,1.0,exposed,True,108.0,late test
1319,14.0,0.0,exposed,True,109.0,late test
