,inferred dec temp,subject,inferred habitual tendency
0,1.8225986,0,2.9464521
1,1.6683208,1,3.2076
2,2.069495,2,3.180892
3,1.3262222,3,2.814514
4,1.4479007,4,3.3496935
5,1.5136691,5,3.3897645
6,1.3646487,6,2.5748014
