,inferred dec temp,subject,inferred habitual tendency
0,1.1289252,0,3.0321875
1,1.0781455,1,3.2456567
2,1.3032566,2,3.0293715
3,0.8771168,3,2.5818863
4,1.0761492,4,3.1512065
5,1.0363771,5,3.490449
6,0.89492744,6,2.4382973
