,inferred dec temp,subject,inferred habitual tendency
0,2.5401802,0,3.0174763
1,2.790377,1,3.3702457
2,2.808748,2,3.3268976
3,2.1086242,3,3.5345733
4,2.1454108,4,3.4316194
5,2.2614038,5,3.4661622
6,2.1660335,6,3.0131395
