,inferred dec temp,subject,inferred habitual tendency
0,1.5403535,0,2.791848
1,2.4300094,1,5.5490646
2,1.8003666,2,6.221511
3,3.9009795,3,1.9901284
4,1.6613933,4,2.2803154
5,2.1665747,5,6.7016015
6,1.8961586,6,2.2647738
7,2.244691,7,2.8290193
