,dec temp,habitual tendency,subject
0,0.914582,3.130426,0
1,2.5453756,3.0017552,1
2,1.0506765,6.2699227,2
3,3.8083198,2.948401,3
4,0.42596775,3.941946,4
5,1.2588825,7.144336,5
6,1.6035141,1.2587179,6
7,3.0858235,6.0202885,7
8,1.4184564,2.360528,0
9,1.5544245,5.5660605,1
10,2.643701,7.4769535,2
11,4.5813,1.276231,3
12,2.474688,2.4857786,4
13,1.2914162,4.1011057,5
14,1.3780525,2.12845,6
15,1.117013,6.553547,7
16,0.6406934,2.8944178,0
17,3.2747402,6.5073533,1
18,2.5888577,6.3050942,2
19,5.379073,0.5051211,3
20,0.85095555,1.9661334,4
21,2.1199024,7.2373967,5
22,1.455201,1.4089872,6
23,2.5788517,1.3019489,7
24,0.53161305,2.974873,0
25,1.005341,0.9083509,1
26,2.868997,6.692087,2
27,0.6505489,6.6205215,3
28,2.0860336,2.761076,4
29,1.85586,6.592192,5
30,2.0160394,1.7636036,6
31,2.7292778,3.465797,7
32,1.7080872,2.7378025,0
33,1.51448,5.049171,1
34,1.992538,3.0973694,2
35,1.569587,2.9198172,3
36,1.0363046,2.5863316,4
37,2.9279506,4.465934,5
38,1.7956644,2.8868155,6
39,2.1582193,4.024683,7
40,2.7292302,3.6177697,0
41,2.6292844,7.152855,1
42,2.3332872,5.8396106,2
43,5.774294,0.35429114,3
44,0.6266269,4.3779783,4
45,3.9795842,7.3898325,5
46,1.9531275,1.7457016,6
47,2.762282,4.017915,7
48,2.3668153,3.6397676,0
49,1.0288509,5.465531,1
50,1.84501,5.1169186,2
51,1.230968,2.6962428,3
52,2.497459,0.77847785,4
53,3.3186903,8.179855,5
54,3.4033828,1.0901718,6
55,2.7065337,2.1596696,7
56,0.5100656,2.403698,0
57,1.6062295,3.8293285,1
58,2.5196204,6.4399247,2
59,4.0719604,2.5351694,3
60,0.77863705,2.4001956,4
61,1.2517962,5.7483006,5
62,2.8196776,1.5265502,6
63,2.3010273,5.4506445,7
64,0.93092144,3.8978097,0
65,1.6817782,7.945316,1
66,1.821108,5.8148365,2
67,4.754361,0.8176437,3
68,1.5739408,3.526173,4
69,1.7737143,6.6174936,5
70,1.4479609,2.5386393,6
71,2.5211694,3.091577,7
72,1.4123164,2.154364,0
73,2.3839965,7.385154,1
74,1.0723792,4.474379,2
75,1.9045424,2.6734006,3
76,2.5455797,0.50912625,4
77,1.6466625,7.8337045,5
78,2.2231736,1.9655765,6
79,1.031993,0.8900262,7
80,1.1430393,3.2385316,0
81,1.681159,7.1103187,1
