,inferred dec temp,subject,inferred habitual tendency
0,2.144077,0,5.5635543
1,2.6223803,1,3.4551983
2,2.018574,2,3.1977856
3,2.4665816,3,4.214332
4,2.2365355,4,2.6168103
5,2.3101165,5,2.9788978
6,2.4010382,6,4.343011
