,inferred dec temp,subject,inferred habitual tendency
0,2.8457282,0,5.433494
1,3.3819966,1,3.752886
2,2.9235363,2,3.4852164
3,3.3014803,3,4.203412
4,3.1586273,4,3.1601117
5,3.363183,5,3.4931593
6,3.364219,6,4.631796
