,inferred dec temp,subject,inferred habitual tendency
0,1.8572176,0,2.8383498
1,1.768874,1,3.2921596
2,1.744876,2,3.2118576
3,1.3377627,3,2.8673387
4,1.4706699,4,3.1607816
5,1.7638181,5,3.1836464
6,1.4217246,6,2.695141
