,inferred dec temp,subject,inferred habitual tendency
0,2.6636958,0,2.9017022
1,2.706857,1,3.3872228
2,2.7539537,2,3.4134703
3,2.1809576,3,3.361899
4,2.0398998,4,3.2838914
5,2.7766397,5,3.1675017
6,2.4330266,6,2.9357061
