,inferred dec temp,subject,inferred habitual tendency
0,1.3620689,0,5.3859634
1,0.7784663,1,1.6936934
2,0.9533491,2,1.6427984
3,0.41152087,3,1.2852297
4,0.74812806,4,2.174207
5,0.39909706,5,3.0109656
6,1.2145193,6,1.8899289
