,inferred dec temp,subject,inferred habitual tendency
0,2.0646935,0,5.655947
1,2.4092686,1,3.6186953
2,1.9746525,2,3.039432
3,2.3586109,3,4.167505
4,2.3851154,4,2.6753933
5,2.2524111,5,3.1087956
6,2.3945124,6,4.6524525
