,inferred dec temp,subject,inferred habitual tendency
0,3.7847426,0,5.5830145
1,3.8798106,1,4.5494213
2,3.9998283,2,4.1970706
3,4.000123,3,3.911398
4,3.8822954,4,4.2678256
5,4.3615627,5,3.8560033
6,4.149362,6,3.9246488
