,animal,correct,group,valid,trial,trial_type,training_type,detailed_trial_type
527,47.0,1.0,control,True,47.0,training,early training,early training
528,47.0,1.0,control,True,48.0,training,early training,early training
529,47.0,1.0,control,True,49.0,training,early training,early training
530,47.0,0.0,control,True,50.0,training,early training,early training
531,47.0,1.0,control,True,51.0,training,early training,early training
532,47.0,1.0,control,True,52.0,training,early training,early training
533,47.0,0.0,control,True,53.0,training,early training,early training
534,47.0,1.0,control,True,54.0,training,early training,early training
535,47.0,0.0,control,True,55.0,training,early training,early training
536,47.0,1.0,control,True,56.0,training,early training,early training
537,47.0,1.0,control,True,57.0,training,early training,early training
538,47.0,1.0,control,True,58.0,training,early training,early training
539,47.0,0.0,control,True,59.0,training,early training,early training
540,47.0,0.0,control,True,60.0,training,early training,early training
541,47.0,1.0,control,True,61.0,training,early training,early training
542,47.0,1.0,control,True,62.0,training,early training,early training
543,47.0,1.0,control,True,63.0,training,early training,early training
544,47.0,1.0,control,True,64.0,training,early training,early training
545,47.0,1.0,control,True,65.0,training,early training,early training
546,47.0,0.0,control,True,66.0,training,early training,early training
547,47.0,1.0,control,True,67.0,training,early training,early training
548,47.0,1.0,control,True,68.0,training,early training,early training
549,47.0,1.0,control,True,69.0,training,early training,early training
550,47.0,0.0,control,False,70.0,training,early training,early training
551,47.0,0.0,control,False,71.0,training,early training,early training
552,47.0,0.0,control,False,72.0,training,early training,early training
553,47.0,0.0,control,False,73.0,training,early training,early training
554,47.0,0.0,control,False,74.0,training,early training,early training
555,47.0,1.0,control,True,75.0,early test,test,early test
556,47.0,0.0,control,True,76.0,early test,test,early test
557,47.0,1.0,control,True,77.0,early test,test,early test
558,47.0,1.0,control,True,78.0,early test,test,early test
559,47.0,0.0,control,True,79.0,early test,test,early test
560,47.0,0.0,control,True,80.0,training,late training,late training
561,47.0,0.0,control,True,81.0,training,late training,late training
562,47.0,1.0,control,True,82.0,training,late training,late training
563,47.0,0.0,control,True,83.0,training,late training,late training
564,47.0,1.0,control,True,84.0,training,late training,late training
565,47.0,1.0,control,True,85.0,training,late training,late training
566,47.0,1.0,control,True,86.0,training,late training,late training
567,47.0,1.0,control,True,87.0,training,late training,late training
568,47.0,1.0,control,True,88.0,training,late training,late training
569,47.0,1.0,control,True,89.0,training,late training,late training
570,47.0,0.0,control,True,90.0,training,late training,late training
571,47.0,1.0,control,True,91.0,training,late training,late training
572,47.0,1.0,control,True,92.0,training,late training,late training
573,47.0,0.0,control,True,93.0,training,late training,late training
574,47.0,1.0,control,True,94.0,training,late training,late training
575,47.0,0.0,control,True,95.0,training,late training,late training
576,47.0,1.0,control,True,96.0,training,late training,late training
577,47.0,1.0,control,True,97.0,training,late training,late training
578,47.0,1.0,control,True,98.0,training,late training,late training
579,47.0,1.0,control,True,99.0,training,late training,late training
580,47.0,1.0,control,True,100.0,training,late training,late training
581,47.0,0.0,control,True,101.0,training,late training,late training
582,47.0,1.0,control,True,102.0,training,late training,late training
583,47.0,1.0,control,True,103.0,training,late training,late training
584,47.0,1.0,control,True,104.0,training,late training,late training
585,47.0,1.0,control,True,105.0,training,late training,late training
586,47.0,0.0,control,True,106.0,training,late training,late training
587,47.0,1.0,control,True,107.0,training,late training,late training
588,47.0,1.0,control,True,108.0,training,late training,late training
589,47.0,1.0,control,True,109.0,training,late training,late training
590,47.0,1.0,control,True,110.0,training,late training,late training
591,47.0,1.0,control,True,111.0,training,late training,late training
592,47.0,1.0,control,True,112.0,training,late training,late training
593,47.0,1.0,control,True,113.0,training,late training,late training
594,47.0,1.0,control,True,114.0,training,late training,late training
595,47.0,1.0,control,True,115.0,training,late training,late training
596,47.0,1.0,control,True,116.0,training,late training,late training
597,47.0,1.0,control,True,117.0,training,late training,late training
598,47.0,1.0,control,True,118.0,training,late training,late training
599,47.0,1.0,control,True,119.0,training,late training,late training
600,47.0,1.0,control,True,120.0,training,late training,late training
601,47.0,1.0,control,True,121.0,training,late training,late training
602,47.0,1.0,control,True,122.0,training,late training,late training
603,47.0,1.0,control,True,123.0,training,late training,late training
604,47.0,1.0,control,True,124.0,training,late training,late training
605,47.0,1.0,control,True,125.0,training,late training,late training
606,47.0,1.0,control,True,126.0,training,late training,late training
607,47.0,1.0,control,True,127.0,training,late training,late training
608,47.0,1.0,control,True,128.0,training,late training,late training
609,47.0,1.0,control,True,129.0,training,late training,late training
610,47.0,1.0,control,True,130.0,training,late training,late training
611,47.0,1.0,control,True,131.0,training,late training,late training
612,47.0,1.0,control,True,132.0,training,late training,late training
613,47.0,1.0,control,True,133.0,training,late training,late training
614,47.0,1.0,control,True,134.0,training,late training,late training
615,47.0,0.0,control,False,135.0,training,late training,late training
616,47.0,0.0,control,False,136.0,training,late training,late training
617,47.0,0.0,control,False,137.0,training,late training,late training
618,47.0,0.0,control,False,138.0,training,late training,late training
619,47.0,0.0,control,False,139.0,training,late training,late training
620,47.0,0.0,control,False,140.0,training,late training,late training
621,47.0,0.0,control,False,141.0,training,late training,late training
622,47.0,0.0,control,False,142.0,training,late training,late training
623,47.0,0.0,control,False,143.0,training,late training,late training
624,47.0,0.0,control,False,144.0,training,late training,late training
625,47.0,0.0,control,False,145.0,training,late training,late training
626,47.0,0.0,control,False,146.0,training,late training,late training
627,47.0,0.0,control,False,147.0,training,late training,late training
628,47.0,0.0,control,False,148.0,training,late training,late training
629,47.0,0.0,control,False,149.0,training,late training,late training
630,47.0,0.0,control,False,150.0,training,late training,late training
631,47.0,0.0,control,False,151.0,training,late training,late training
632,47.0,0.0,control,False,152.0,training,late training,late training
633,47.0,0.0,control,False,153.0,training,late training,late training
634,47.0,0.0,control,False,154.0,training,late training,late training
635,47.0,1.0,control,True,155.0,late test,test,late test
636,47.0,1.0,control,True,156.0,late test,test,late test
637,47.0,0.0,control,True,157.0,late test,test,late test
638,47.0,1.0,control,True,158.0,late test,test,late test
639,47.0,1.0,control,True,159.0,late test,test,late test
640,20.0,0.0,control,True,0.0,training,early training,early training
641,20.0,0.0,control,True,1.0,training,early training,early training
642,20.0,0.0,control,True,2.0,training,early training,early training
643,20.0,0.0,control,True,3.0,training,early training,early training
644,20.0,1.0,control,True,4.0,training,early training,early training
645,20.0,0.0,control,True,5.0,training,early training,early training
646,20.0,0.0,control,True,6.0,training,early training,early training
647,20.0,1.0,control,True,7.0,training,early training,early training
648,20.0,0.0,control,True,8.0,training,early training,early training
649,20.0,0.0,control,True,9.0,training,early training,early training
650,20.0,0.0,control,True,10.0,training,early training,early training
651,20.0,0.0,control,True,11.0,training,early training,early training
652,20.0,0.0,control,True,12.0,training,early training,early training
653,20.0,0.0,control,True,13.0,training,early training,early training
654,20.0,0.0,control,True,14.0,training,early training,early training
655,20.0,0.0,control,True,15.0,training,early training,early training
656,20.0,0.0,control,True,16.0,training,early training,early training
657,20.0,0.0,control,True,17.0,training,early training,early training
658,20.0,0.0,control,True,18.0,training,early training,early training
659,20.0,0.0,control,True,19.0,training,early training,early training
660,20.0,0.0,control,True,20.0,training,early training,early training
661,20.0,0.0,control,True,21.0,training,early training,early training
662,20.0,0.0,control,True,22.0,training,early training,early training
663,20.0,0.0,control,True,23.0,training,early training,early training
664,20.0,0.0,control,True,24.0,training,early training,early training
665,20.0,0.0,control,True,25.0,training,early training,early training
666,20.0,0.0,control,True,26.0,training,early training,early training
667,20.0,1.0,control,True,27.0,training,early training,early training
668,20.0,1.0,control,True,28.0,training,early training,early training
669,20.0,1.0,control,True,29.0,training,early training,early training
670,20.0,0.0,control,True,30.0,training,early training,early training
671,20.0,0.0,control,True,31.0,training,early training,early training
672,20.0,0.0,control,True,32.0,training,early training,early training
673,20.0,1.0,control,True,33.0,training,early training,early training
674,20.0,0.0,control,True,34.0,training,early training,early training
675,20.0,0.0,control,True,35.0,training,early training,early training
676,20.0,1.0,control,True,36.0,training,early training,early training
677,20.0,1.0,control,True,37.0,training,early training,early training
678,20.0,1.0,control,True,38.0,training,early training,early training
679,20.0,1.0,control,True,39.0,training,early training,early training
680,20.0,1.0,control,True,40.0,training,early training,early training
681,20.0,0.0,control,True,41.0,training,early training,early training
682,20.0,0.0,control,True,42.0,training,early training,early training
683,20.0,1.0,control,True,43.0,training,early training,early training
684,20.0,1.0,control,True,44.0,training,early training,early training
685,20.0,1.0,control,True,45.0,training,early training,early training
686,20.0,1.0,control,True,46.0,training,early training,early training
687,20.0,1.0,control,True,47.0,training,early training,early training
688,20.0,1.0,control,True,48.0,training,early training,early training
689,20.0,1.0,control,True,49.0,training,early training,early training
690,20.0,0.0,control,True,50.0,training,early training,early training
691,20.0,1.0,control,True,51.0,training,early training,early training
692,20.0,1.0,control,True,52.0,training,early training,early training
693,20.0,1.0,control,True,53.0,training,early training,early training
694,20.0,1.0,control,True,54.0,training,early training,early training
695,20.0,0.0,control,False,55.0,training,early training,early training
696,20.0,0.0,control,False,56.0,training,early training,early training
697,20.0,0.0,control,False,57.0,training,early training,early training
698,20.0,0.0,control,False,58.0,training,early training,early training
699,20.0,0.0,control,False,59.0,training,early training,early training
700,20.0,0.0,control,False,60.0,training,early training,early training
701,20.0,0.0,control,False,61.0,training,early training,early training
702,20.0,0.0,control,False,62.0,training,early training,early training
703,20.0,0.0,control,False,63.0,training,early training,early training
704,20.0,0.0,control,False,64.0,training,early training,early training
705,20.0,0.0,control,False,65.0,training,early training,early training
706,20.0,0.0,control,False,66.0,training,early training,early training
707,20.0,0.0,control,False,67.0,training,early training,early training
708,20.0,0.0,control,False,68.0,training,early training,early training
709,20.0,0.0,control,False,69.0,training,early training,early training
710,20.0,0.0,control,False,70.0,training,early training,early training
711,20.0,0.0,control,False,71.0,training,early training,early training
712,20.0,0.0,control,False,72.0,training,early training,early training
713,20.0,0.0,control,False,73.0,training,early training,early training
714,20.0,0.0,control,False,74.0,training,early training,early training
715,20.0,0.0,control,True,75.0,early test,test,early test
716,20.0,0.0,control,True,76.0,early test,test,early test
717,20.0,1.0,control,True,77.0,early test,test,early test
718,20.0,1.0,control,True,78.0,early test,test,early test
719,20.0,0.0,control,True,79.0,early test,test,early test
720,20.0,0.0,control,True,80.0,training,late training,late training
721,20.0,1.0,control,True,81.0,training,late training,late training
722,20.0,1.0,control,True,82.0,training,late training,late training
723,20.0,1.0,control,True,83.0,training,late training,late training
724,20.0,1.0,control,True,84.0,training,late training,late training
725,20.0,0.0,control,True,85.0,training,late training,late training
726,20.0,0.0,control,True,86.0,training,late training,late training
727,20.0,1.0,control,True,87.0,training,late training,late training
728,20.0,1.0,control,True,88.0,training,late training,late training
729,20.0,1.0,control,True,89.0,training,late training,late training
730,20.0,0.0,control,True,90.0,training,late training,late training
731,20.0,1.0,control,True,91.0,training,late training,late training
732,20.0,0.0,control,True,92.0,training,late training,late training
733,20.0,1.0,control,True,93.0,training,late training,late training
734,20.0,0.0,control,True,94.0,training,late training,late training
735,20.0,0.0,control,True,95.0,training,late training,late training
736,20.0,1.0,control,True,96.0,training,late training,late training
737,20.0,1.0,control,True,97.0,training,late training,late training
738,20.0,1.0,control,True,98.0,training,late training,late training
739,20.0,1.0,control,True,99.0,training,late training,late training
740,20.0,1.0,control,True,100.0,training,late training,late training
741,20.0,0.0,control,True,101.0,training,late training,late training
742,20.0,1.0,control,True,102.0,training,late training,late training
743,20.0,1.0,control,True,103.0,training,late training,late training
744,20.0,1.0,control,True,104.0,training,late training,late training
745,20.0,0.0,control,True,105.0,training,late training,late training
746,20.0,1.0,control,True,106.0,training,late training,late training
747,20.0,1.0,control,True,107.0,training,late training,late training
748,20.0,1.0,control,True,108.0,training,late training,late training
749,20.0,1.0,control,True,109.0,training,late training,late training
750,20.0,0.0,control,True,110.0,training,late training,late training
751,20.0,1.0,control,True,111.0,training,late training,late training
752,20.0,1.0,control,True,112.0,training,late training,late training
753,20.0,1.0,control,True,113.0,training,late training,late training
754,20.0,1.0,control,True,114.0,training,late training,late training
755,20.0,1.0,control,True,115.0,training,late training,late training
756,20.0,1.0,control,True,116.0,training,late training,late training
757,20.0,1.0,control,True,117.0,training,late training,late training
758,20.0,1.0,control,True,118.0,training,late training,late training
759,20.0,1.0,control,True,119.0,training,late training,late training
760,20.0,1.0,control,True,120.0,training,late training,late training
761,20.0,1.0,control,True,121.0,training,late training,late training
762,20.0,1.0,control,True,122.0,training,late training,late training
763,20.0,1.0,control,True,123.0,training,late training,late training
764,20.0,1.0,control,True,124.0,training,late training,late training
765,20.0,1.0,control,True,125.0,training,late training,late training
766,20.0,1.0,control,True,126.0,training,late training,late training
767,20.0,1.0,control,True,127.0,training,late training,late training
768,20.0,1.0,control,True,128.0,training,late training,late training
769,20.0,1.0,control,True,129.0,training,late training,late training
770,20.0,0.0,control,True,130.0,training,late training,late training
771,20.0,1.0,control,True,131.0,training,late training,late training
772,20.0,1.0,control,True,132.0,training,late training,late training
773,20.0,1.0,control,True,133.0,training,late training,late training
774,20.0,1.0,control,True,134.0,training,late training,late training
775,20.0,1.0,control,True,135.0,training,late training,late training
776,20.0,1.0,control,True,136.0,training,late training,late training
777,20.0,1.0,control,True,137.0,training,late training,late training
778,20.0,1.0,control,True,138.0,training,late training,late training
779,20.0,1.0,control,True,139.0,training,late training,late training
780,20.0,1.0,control,True,140.0,training,late training,late training
781,20.0,1.0,control,True,141.0,training,late training,late training
782,20.0,1.0,control,True,142.0,training,late training,late training
783,20.0,1.0,control,True,143.0,training,late training,late training
784,20.0,1.0,control,True,144.0,training,late training,late training
785,20.0,0.0,control,False,145.0,training,late training,late training
786,20.0,0.0,control,False,146.0,training,late training,late training
787,20.0,0.0,control,False,147.0,training,late training,late training
788,20.0,0.0,control,False,148.0,training,late training,late training
789,20.0,0.0,control,False,149.0,training,late training,late training
790,20.0,0.0,control,False,150.0,training,late training,late training
791,20.0,0.0,control,False,151.0,training,late training,late training
792,20.0,0.0,control,False,152.0,training,late training,late training
793,20.0,0.0,control,False,153.0,training,late training,late training
794,20.0,0.0,control,False,154.0,training,late training,late training
795,20.0,1.0,control,True,155.0,late test,test,late test
796,20.0,0.0,control,True,156.0,late test,test,late test
797,20.0,0.0,control,True,157.0,late test,test,late test
798,20.0,1.0,control,True,158.0,late test,test,late test
799,20.0,0.0,control,True,159.0,late test,test,late test
800,38.0,0.0,control,True,0.0,training,early training,early training
801,38.0,0.0,control,True,1.0,training,early training,early training
802,38.0,1.0,control,True,2.0,training,early training,early training
803,38.0,0.0,control,True,3.0,training,early training,early training
804,38.0,0.0,control,True,4.0,training,early training,early training
805,38.0,0.0,control,True,5.0,training,early training,early training
806,38.0,0.0,control,True,6.0,training,early training,early training
807,38.0,0.0,control,True,7.0,training,early training,early training
808,38.0,1.0,control,True,8.0,training,early training,early training
809,38.0,1.0,control,True,9.0,training,early training,early training
810,38.0,0.0,control,True,10.0,training,early training,early training
811,38.0,0.0,control,True,11.0,training,early training,early training
812,38.0,1.0,control,True,12.0,training,early training,early training
813,38.0,0.0,control,True,13.0,training,early training,early training
814,38.0,1.0,control,True,14.0,training,early training,early training
815,38.0,0.0,control,True,15.0,training,early training,early training
816,38.0,0.0,control,True,16.0,training,early training,early training
817,38.0,0.0,control,True,17.0,training,early training,early training
818,38.0,1.0,control,True,18.0,training,early training,early training
819,38.0,1.0,control,True,19.0,training,early training,early training
820,38.0,0.0,control,True,20.0,training,early training,early training
821,38.0,0.0,control,True,21.0,training,early training,early training
822,38.0,1.0,control,True,22.0,training,early training,early training
823,38.0,1.0,control,True,23.0,training,early training,early training
824,38.0,0.0,control,True,24.0,training,early training,early training
825,38.0,1.0,control,True,25.0,training,early training,early training
826,38.0,1.0,control,True,26.0,training,early training,early training
827,38.0,0.0,control,True,27.0,training,early training,early training
828,38.0,0.0,control,True,28.0,training,early training,early training
829,38.0,0.0,control,True,29.0,training,early training,early training
830,38.0,1.0,control,True,30.0,training,early training,early training
831,38.0,0.0,control,True,31.0,training,early training,early training
832,38.0,1.0,control,True,32.0,training,early training,early training
833,38.0,1.0,control,True,33.0,training,early training,early training
834,38.0,0.0,control,True,34.0,training,early training,early training
835,38.0,0.0,control,True,35.0,training,early training,early training
836,38.0,1.0,control,True,36.0,training,early training,early training
837,38.0,0.0,control,True,37.0,training,early training,early training
838,38.0,0.0,control,True,38.0,training,early training,early training
839,38.0,0.0,control,True,39.0,training,early training,early training
840,38.0,1.0,control,True,40.0,training,early training,early training
841,38.0,0.0,control,True,41.0,training,early training,early training
842,38.0,0.0,control,True,42.0,training,early training,early training
843,38.0,1.0,control,True,43.0,training,early training,early training
844,38.0,0.0,control,True,44.0,training,early training,early training
845,38.0,1.0,control,True,45.0,training,early training,early training
846,38.0,1.0,control,True,46.0,training,early training,early training
847,38.0,0.0,control,True,47.0,training,early training,early training
848,38.0,1.0,control,True,48.0,training,early training,early training
849,38.0,1.0,control,True,49.0,training,early training,early training
850,38.0,0.0,control,True,50.0,training,early training,early training
851,38.0,1.0,control,True,51.0,training,early training,early training
852,38.0,0.0,control,True,52.0,training,early training,early training
853,38.0,0.0,control,True,53.0,training,early training,early training
854,38.0,1.0,control,True,54.0,training,early training,early training
855,38.0,0.0,control,True,55.0,training,early training,early training
856,38.0,1.0,control,True,56.0,training,early training,early training
857,38.0,1.0,control,True,57.0,training,early training,early training
858,38.0,1.0,control,True,58.0,training,early training,early training
859,38.0,1.0,control,True,59.0,training,early training,early training
860,38.0,1.0,control,True,60.0,training,early training,early training
861,38.0,0.0,control,True,61.0,training,early training,early training
862,38.0,1.0,control,True,62.0,training,early training,early training
863,38.0,1.0,control,True,63.0,training,early training,early training
864,38.0,1.0,control,True,64.0,training,early training,early training
865,38.0,0.0,control,False,65.0,training,early training,early training
866,38.0,0.0,control,False,66.0,training,early training,early training
867,38.0,0.0,control,False,67.0,training,early training,early training
868,38.0,0.0,control,False,68.0,training,early training,early training
869,38.0,0.0,control,False,69.0,training,early training,early training
870,38.0,0.0,control,False,70.0,training,early training,early training
871,38.0,0.0,control,False,71.0,training,early training,early training
872,38.0,0.0,control,False,72.0,training,early training,early training
873,38.0,0.0,control,False,73.0,training,early training,early training
874,38.0,0.0,control,False,74.0,training,early training,early training
875,38.0,0.0,control,True,75.0,early test,test,early test
876,38.0,0.0,control,True,76.0,early test,test,early test
877,38.0,1.0,control,True,77.0,early test,test,early test
878,38.0,1.0,control,True,78.0,early test,test,early test
879,38.0,1.0,control,True,79.0,early test,test,early test
880,38.0,1.0,control,True,80.0,training,late training,late training
881,38.0,0.0,control,True,81.0,training,late training,late training
882,38.0,0.0,control,True,82.0,training,late training,late training
883,38.0,1.0,control,True,83.0,training,late training,late training
884,38.0,1.0,control,True,84.0,training,late training,late training
885,38.0,1.0,control,True,85.0,training,late training,late training
886,38.0,1.0,control,True,86.0,training,late training,late training
887,38.0,0.0,control,True,87.0,training,late training,late training
888,38.0,1.0,control,True,88.0,training,late training,late training
889,38.0,1.0,control,True,89.0,training,late training,late training
890,38.0,0.0,control,True,90.0,training,late training,late training
891,38.0,1.0,control,True,91.0,training,late training,late training
892,38.0,1.0,control,True,92.0,training,late training,late training
893,38.0,1.0,control,True,93.0,training,late training,late training
894,38.0,1.0,control,True,94.0,training,late training,late training
895,38.0,1.0,control,True,95.0,training,late training,late training
896,38.0,1.0,control,True,96.0,training,late training,late training
897,38.0,1.0,control,True,97.0,training,late training,late training
898,38.0,1.0,control,True,98.0,training,late training,late training
899,38.0,1.0,control,True,99.0,training,late training,late training
900,38.0,1.0,control,True,100.0,training,late training,late training
901,38.0,1.0,control,True,101.0,training,late training,late training
902,38.0,1.0,control,True,102.0,training,late training,late training
903,38.0,1.0,control,True,103.0,training,late training,late training
904,38.0,1.0,control,True,104.0,training,late training,late training
905,38.0,1.0,control,True,105.0,training,late training,late training
906,38.0,1.0,control,True,106.0,training,late training,late training
907,38.0,1.0,control,True,107.0,training,late training,late training
908,38.0,1.0,control,True,108.0,training,late training,late training
909,38.0,1.0,control,True,109.0,training,late training,late training
910,38.0,1.0,control,True,110.0,training,late training,late training
911,38.0,1.0,control,True,111.0,training,late training,late training
912,38.0,1.0,control,True,112.0,training,late training,late training
913,38.0,1.0,control,True,113.0,training,late training,late training
914,38.0,1.0,control,True,114.0,training,late training,late training
915,38.0,1.0,control,True,115.0,training,late training,late training
916,38.0,1.0,control,True,116.0,training,late training,late training
917,38.0,1.0,control,True,117.0,training,late training,late training
918,38.0,1.0,control,True,118.0,training,late training,late training
919,38.0,1.0,control,True,119.0,training,late training,late training
920,38.0,1.0,control,True,120.0,training,late training,late training
921,38.0,1.0,control,True,121.0,training,late training,late training
922,38.0,1.0,control,True,122.0,training,late training,late training
923,38.0,1.0,control,True,123.0,training,late training,late training
924,38.0,0.0,control,True,124.0,training,late training,late training
925,38.0,1.0,control,True,125.0,training,late training,late training
926,38.0,1.0,control,True,126.0,training,late training,late training
927,38.0,1.0,control,True,127.0,training,late training,late training
928,38.0,1.0,control,True,128.0,training,late training,late training
929,38.0,1.0,control,True,129.0,training,late training,late training
930,38.0,0.0,control,True,130.0,training,late training,late training
931,38.0,1.0,control,True,131.0,training,late training,late training
932,38.0,1.0,control,True,132.0,training,late training,late training
933,38.0,1.0,control,True,133.0,training,late training,late training
934,38.0,1.0,control,True,134.0,training,late training,late training
935,38.0,0.0,control,False,135.0,training,late training,late training
936,38.0,0.0,control,False,136.0,training,late training,late training
937,38.0,0.0,control,False,137.0,training,late training,late training
938,38.0,0.0,control,False,138.0,training,late training,late training
939,38.0,0.0,control,False,139.0,training,late training,late training
940,38.0,0.0,control,False,140.0,training,late training,late training
941,38.0,0.0,control,False,141.0,training,late training,late training
942,38.0,0.0,control,False,142.0,training,late training,late training
943,38.0,0.0,control,False,143.0,training,late training,late training
944,38.0,0.0,control,False,144.0,training,late training,late training
945,38.0,0.0,control,False,145.0,training,late training,late training
946,38.0,0.0,control,False,146.0,training,late training,late training
947,38.0,0.0,control,False,147.0,training,late training,late training
948,38.0,0.0,control,False,148.0,training,late training,late training
949,38.0,0.0,control,False,149.0,training,late training,late training
950,38.0,0.0,control,False,150.0,training,late training,late training
951,38.0,0.0,control,False,151.0,training,late training,late training
952,38.0,0.0,control,False,152.0,training,late training,late training
953,38.0,0.0,control,False,153.0,training,late training,late training
954,38.0,0.0,control,False,154.0,training,late training,late training
955,38.0,1.0,control,True,155.0,late test,test,late test
956,38.0,1.0,control,True,156.0,late test,test,late test
957,38.0,0.0,control,True,157.0,late test,test,late test
958,38.0,1.0,control,True,158.0,late test,test,late test
959,38.0,1.0,control,True,159.0,late test,test,late test
960,39.0,0.0,control,True,0.0,training,early training,early training
961,39.0,0.0,control,True,1.0,training,early training,early training
962,39.0,1.0,control,True,2.0,training,early training,early training
963,39.0,1.0,control,True,3.0,training,early training,early training
964,39.0,0.0,control,True,4.0,training,early training,early training
965,39.0,0.0,control,True,5.0,training,early training,early training
966,39.0,0.0,control,True,6.0,training,early training,early training
967,39.0,1.0,control,True,7.0,training,early training,early training
968,39.0,1.0,control,True,8.0,training,early training,early training
969,39.0,1.0,control,True,9.0,training,early training,early training
970,39.0,0.0,control,True,10.0,training,early training,early training
971,39.0,1.0,control,True,11.0,training,early training,early training
972,39.0,0.0,control,True,12.0,training,early training,early training
973,39.0,1.0,control,True,13.0,training,early training,early training
974,39.0,0.0,control,True,14.0,training,early training,early training
975,39.0,0.0,control,True,15.0,training,early training,early training
976,39.0,1.0,control,True,16.0,training,early training,early training
977,39.0,1.0,control,True,17.0,training,early training,early training
978,39.0,1.0,control,True,18.0,training,early training,early training
979,39.0,1.0,control,True,19.0,training,early training,early training
980,39.0,0.0,control,True,20.0,training,early training,early training
981,39.0,1.0,control,True,21.0,training,early training,early training
982,39.0,1.0,control,True,22.0,training,early training,early training
983,39.0,1.0,control,True,23.0,training,early training,early training
984,39.0,1.0,control,True,24.0,training,early training,early training
985,39.0,0.0,control,False,25.0,training,early training,early training
986,39.0,0.0,control,False,26.0,training,early training,early training
987,39.0,0.0,control,False,27.0,training,early training,early training
988,39.0,0.0,control,False,28.0,training,early training,early training
989,39.0,0.0,control,False,29.0,training,early training,early training
990,39.0,0.0,control,False,30.0,training,early training,early training
991,39.0,0.0,control,False,31.0,training,early training,early training
992,39.0,0.0,control,False,32.0,training,early training,early training
993,39.0,0.0,control,False,33.0,training,early training,early training
994,39.0,0.0,control,False,34.0,training,early training,early training
995,39.0,0.0,control,False,35.0,training,early training,early training
996,39.0,0.0,control,False,36.0,training,early training,early training
997,39.0,0.0,control,False,37.0,training,early training,early training
998,39.0,0.0,control,False,38.0,training,early training,early training
999,39.0,0.0,control,False,39.0,training,early training,early training
1000,39.0,0.0,control,False,40.0,training,early training,early training
1001,39.0,0.0,control,False,41.0,training,early training,early training
1002,39.0,0.0,control,False,42.0,training,early training,early training
1003,39.0,0.0,control,False,43.0,training,early training,early training
1004,39.0,0.0,control,False,44.0,training,early training,early training
1005,39.0,0.0,control,False,45.0,training,early training,early training
1006,39.0,0.0,control,False,46.0,training,early training,early training
1007,39.0,0.0,control,False,47.0,training,early training,early training
1008,39.0,0.0,control,False,48.0,training,early training,early training
1009,39.0,0.0,control,False,49.0,training,early training,early training
1010,39.0,0.0,control,False,50.0,training,early training,early training
1011,39.0,0.0,control,False,51.0,training,early training,early training
1012,39.0,0.0,control,False,52.0,training,early training,early training
1013,39.0,0.0,control,False,53.0,training,early training,early training
1014,39.0,0.0,control,False,54.0,training,early training,early training
1015,39.0,0.0,control,False,55.0,training,early training,early training
1016,39.0,0.0,control,False,56.0,training,early training,early training
1017,39.0,0.0,control,False,57.0,training,early training,early training
1018,39.0,0.0,control,False,58.0,training,early training,early training
1019,39.0,0.0,control,False,59.0,training,early training,early training
1020,39.0,0.0,control,False,60.0,training,early training,early training
1021,39.0,0.0,control,False,61.0,training,early training,early training
1022,39.0,0.0,control,False,62.0,training,early training,early training
1023,39.0,0.0,control,False,63.0,training,early training,early training
1024,39.0,0.0,control,False,64.0,training,early training,early training
1025,39.0,0.0,control,False,65.0,training,early training,early training
1026,39.0,0.0,control,False,66.0,training,early training,early training
1027,39.0,0.0,control,False,67.0,training,early training,early training
1028,39.0,0.0,control,False,68.0,training,early training,early training
1029,39.0,0.0,control,False,69.0,training,early training,early training
1030,39.0,0.0,control,False,70.0,training,early training,early training
1031,39.0,0.0,control,False,71.0,training,early training,early training
1032,39.0,0.0,control,False,72.0,training,early training,early training
1033,39.0,0.0,control,False,73.0,training,early training,early training
1034,39.0,0.0,control,False,74.0,training,early training,early training
1035,39.0,0.0,control,True,75.0,early test,test,early test
1036,39.0,0.0,control,True,76.0,early test,test,early test
1037,39.0,0.0,control,True,77.0,early test,test,early test
1038,39.0,1.0,control,True,78.0,early test,test,early test
1039,39.0,1.0,control,True,79.0,early test,test,early test
1040,39.0,1.0,control,True,80.0,training,late training,late training
1041,39.0,1.0,control,True,81.0,training,late training,late training
1042,39.0,1.0,control,True,82.0,training,late training,late training
1043,39.0,1.0,control,True,83.0,training,late training,late training
1044,39.0,1.0,control,True,84.0,training,late training,late training
1045,39.0,1.0,control,True,85.0,training,late training,late training
1046,39.0,1.0,control,True,86.0,training,late training,late training
1047,39.0,1.0,control,True,87.0,training,late training,late training
1048,39.0,0.0,control,True,88.0,training,late training,late training
1049,39.0,1.0,control,True,89.0,training,late training,late training
1050,39.0,1.0,control,True,90.0,training,late training,late training
1051,39.0,1.0,control,True,91.0,training,late training,late training
1052,39.0,1.0,control,True,92.0,training,late training,late training
1053,39.0,1.0,control,True,93.0,training,late training,late training
1054,39.0,1.0,control,True,94.0,training,late training,late training
1055,39.0,1.0,control,True,95.0,training,late training,late training
1056,39.0,1.0,control,True,96.0,training,late training,late training
1057,39.0,1.0,control,True,97.0,training,late training,late training
1058,39.0,1.0,control,True,98.0,training,late training,late training
1059,39.0,1.0,control,True,99.0,training,late training,late training
1060,39.0,1.0,control,True,100.0,training,late training,late training
