,inferred dec temp,subject,inferred habitual tendency
0,1.8276877,0,5.8144717
1,1.6140432,1,2.7720916
2,1.6124431,2,1.7347299
3,2.0452063,3,2.4735117
4,1.6717217,4,2.0595236
5,2.131588,5,2.8352318
6,2.0410345,6,2.4595985
