,inferred dec temp,true dec temp,subject,inferred habitual tendency,true habitual tendency
0,1.9481963,1.430183689857665,0,2.66007,2.7883758476746903
1,2.042665,0.9204630656617294,1,4.751966,3.626728937872951
2,4.526821,4.929737382308303,2,4.2415,5.314762696691246
3,5.8883,4.418366041267615,3,2.560607,1.7674587629694523
4,2.1873937,0.1724133458967767,4,2.7901332,1.071244071349958
5,1.5090852,0.2596150318549362,5,1.8001513,3.1171242663090126
6,2.0731416,2.702397354016771,6,4.049146,1.381280890472548
